BatchID,SKU,Phase,Cycle,TS,Rate1,Rate2,Rate3,Rate4,AvgSyrup,AvgPause,AvgDrying,AvgSpeed1,AvgSpeed2,AvgSurupDF,AvgPauseDF,AvgDryingDF,AvgSpeed1DF,AvgSpeed2DF,ActionResult,driam,method_class
01-2024-04-24 16:20,Rb-EXBB,13,1,2024-04-25 01:01:58,0.9659863945578231,0.013605442176870748,0.02040816326530612,0.0,0.885628248451561,0.830227976762592,0.8526570423401372,1.002803738317757,0.9815916171056357,0.9884937060314539,0.830227976762592,1.0014143439910148,1.002803738317757,0.9815916171056357,Bad,1,P11+
01-2024-04-25 01:10,Rb-EXBB,10,5,2024-04-25 09:57:14,0.05217391304347826,0.9304347826086956,0.017391304347826087,0.0,0.99219424988998,0.9038612365370776,0.9492831293718692,1.0038289395078144,1.003015575921969,1.0159690740057394,0.9780478628151981,0.9932003151217259,1.0024090965947905,1.0015968834524895,Good,1,P10B
01-2024-04-25 01:10,Rb-EXBB,11,1,2024-04-25 09:57:14,0.17699115044247787,0.8230088495575221,0.0,0.0,1.0273915670081208,0.9070968169712409,1.1230783129462074,1.0099326599326601,1.0039802790032148,1.0424445445482404,0.9783952640897357,1.0035905688287423,1.0073162540779121,1.0013792938244501,Good,1,P11+
01-2024-04-25 01:10,Rb-EXBB,12,1,2024-04-25 09:57:14,0.9846153846153847,0.015384615384615385,0.0,0.0,1.080894672567556,0.9821230045961976,1.1635105060079958,1.0085948430941436,0.9885402092078085,1.0022209191654838,0.9821230045961976,1.0219296486453386,1.0085948430941436,0.9885402092078085,Good,1,P11+
01-2024-04-25 01:10,Rb-EXBB,13,1,2024-04-25 09:57:14,0.983739837398374,0.016260162601626018,0.0,0.0,0.885628248451561,0.830227976762592,0.8526570423401372,1.002803738317757,0.9815916171056357,0.9884937060314539,0.830227976762592,1.0014143439910148,1.002803738317757,0.9815916171056357,Good,1,P11+
01-2024-04-25 10:10,Rb-EXBB,10,5,2024-04-25 19:06:18,0.007462686567164179,0.9402985074626866,0.05223880597014925,0.0,1.010146293108282,0.8957256221669337,1.0025575301487089,1.0086412770236302,1.0064511060894525,1.033730593079481,0.9788467975869511,1.0063901888755742,1.0059859596339478,1.0038015544750762,Bad,1,P10B
01-2024-04-25 10:10,Rb-EXBB,10,6,2024-04-25 19:06:18,0.3161764705882353,0.6838235294117647,0.0,0.0,0.9848225858478724,0.8271092978602615,1.174079777031772,1.0023653566229986,0.9840663339571637,1.05810358726644,0.9442581993974856,0.9798034659914843,0.997387750879371,0.9791795985930065,Good,1,P10B
01-2024-04-25 10:10,Rb-EXBB,11,2,2024-04-25 19:06:18,0.9716981132075472,0.02830188679245283,0.0,0.0,1.0655429108554773,0.9873246299727134,1.0779110215293053,1.018325925925926,1.0186696296409323,1.0162222756260326,1.005486788376793,1.0142828757924298,1.0179639831763523,1.0183075647290287,Good,1,P11+
01-2024-04-25 10:10,Rb-EXBB,12,1,2024-04-25 19:06:18,0.9914529914529915,0.008547008547008548,0.0,0.0,1.1354324999050025,0.9676284209423912,1.2359707567022573,1.0003761014399313,0.9730227810322483,1.0065975761446273,0.9676284209423912,1.04379854412171,1.0003761014399313,0.9730227810322483,Good,1,P11+
01-2024-04-25 10:10,Rb-EXBB,14,1,2024-04-25 19:06:18,0.9765625,0.0234375,0.0,0.0,0.885628248451561,0.830227976762592,0.8526570423401372,1.002803738317757,0.9815916171056357,0.9884937060314539,0.830227976762592,1.0014143439910148,1.002803738317757,0.9815916171056357,Good,1,other
01-2024-04-25 19:10,Rb-EXOM,10,4,2024-04-26 05:35:31,0.0,1.0,0.0,0.0,0.9045735521990377,0.8967651233593198,0.9760773267517544,0.9901332108916042,0.9912277321000342,0.9156095368302039,0.8697566588331538,0.9943640594312374,0.9901332108916042,0.9912277321000342,Good,1,P10A
01-2024-04-25 19:10,Rb-EXOM,10,5,2024-04-26 05:35:31,0.0,1.0,0.0,0.0,1.0089754343021444,0.8616580788039131,1.1071138886006375,1.007028964996698,0.9996273233503854,1.0415393140794207,0.9785299833426073,0.9995440536808764,0.9991107366844519,0.9917672938491748,Good,1,P10B
01-2024-04-25 19:10,Rb-EXOM,10,7,2024-04-26 05:35:31,0.4444444444444444,0.5555555555555556,0.0,0.0,0.9800638233749802,0.8243764312417503,1.1664702473967579,1.0018685625740589,0.9846641144836388,1.0605725679882838,0.9437279289701477,0.9860285285627898,0.9969614512471654,0.97984126984127,Good,1,P10B
01-2024-04-25 19:10,Rb-EXOM,10,8,2024-04-26 05:35:31,0.8714285714285714,0.12857142857142856,0.0,0.0,0.7990972065580064,0.6709939586241608,0.97028748313154,0.9891304347826086,0.9637681159420289,1.0654629420773418,0.789404657204895,0.97028748313154,0.9891304347826086,0.9637681159420289,Good,1,P10B
