IOTDeviceID,SiteId,LineId,SensorId,MachineId,Tag,Value,TS,uuid,TS2
,YNG,<not set>,opcua,,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,40.8,2024-08-21 09:51:30,f705e4d9-da72-47f3-bc59-7474149014c6,2024-08-21 09:51:30.566 +08:00
,YNG,<not set>,opcua,,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,40.7,2024-08-21 09:51:45,2cfcf621-cb04-4e47-92f8-9d2ac5a9652b,2024-08-21 09:51:45.406 +08:00
,YNG,<not set>,opcua,,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,40.6,2024-08-21 09:52:00,9614bbdf-24e7-43ad-819e-afcd0fbb8d9b,2024-08-21 09:52:01.305 +08:00
,YNG,<not set>,opcua,,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,40.6,2024-08-21 09:52:15,7c13ab9d-4027-4fb0-aa7f-ed2ddb755e72,2024-08-21 09:52:15.559 +08:00
,YNG,<not set>,opcua,,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,40.5,2024-08-21 09:52:30,c96d54ed-2308-4af7-97ca-f159d66589ca,2024-08-21 09:52:30.461 +08:00
,YNG,<not set>,opcua,,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,40.6,2024-08-21 09:52:45,630bdbda-e3f8-4f83-a6ef-0df486e2bbc1,2024-08-21 09:52:45.403 +08:00
,YNG,<not set>,opcua,,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,40.6,2024-08-21 09:53:00,b6e29fa9-55e7-4fa5-b18d-15b5371c4dd4,2024-08-21 09:53:00.689 +08:00
,YNG,<not set>,opcua,,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,40.6,2024-08-21 09:53:15,4a2526b9-6707-4cb1-b424-4b523bf40a93,2024-08-21 09:53:15.353 +08:00
,YNG,<not set>,opcua,,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,40.6,2024-08-21 09:53:30,697bb73f-ad53-4f84-9e65-d423b84a5cc2,2024-08-21 09:53:30.464 +08:00
,YNG,<not set>,opcua,,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,40.6,2024-08-21 09:53:45,2cc92f88-2540-4f60-a8a3-4b8b0d227207,2024-08-21 09:53:45.472 +08:00
,YNG,<not set>,opcua,,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,40.7,2024-08-21 09:54:00,94d0bc5d-d6f2-4f27-9620-9822e2d9bd3c,2024-08-21 09:54:00.422 +08:00
,YNG,<not set>,opcua,,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,40.7,2024-08-21 09:54:15,9e7e5701-136e-4a8e-85b1-b8b2e1e721cc,2024-08-21 09:54:15.461 +08:00
,YNG,<not set>,opcua,,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,40.8,2024-08-21 09:54:30,537f2fe9-b1be-4722-940e-1d8d8486ce7d,2024-08-21 09:54:30.623 +08:00
,YNG,<not set>,opcua,,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,40.7,2024-08-21 09:54:45,ae2e194f-49eb-4a75-a524-ac4484b46c94,2024-08-21 09:54:45.358 +08:00
,YNG,<not set>,opcua,,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,40.8,2024-08-21 09:55:00,bf77d3f0-801b-40dc-9e45-c856e6aa832a,2024-08-21 09:55:00.546 +08:00
,YNG,<not set>,opcua,,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,40.8,2024-08-21 09:55:15,b5f4ab4f-005b-4e87-8356-30ed3d8b26c4,2024-08-21 09:55:15.409 +08:00
,YNG,<not set>,opcua,,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,40.8,2024-08-21 09:55:30,c112ff4b-f9e0-4f3d-a2bc-8567d74539fe,2024-08-21 09:55:30.485 +08:00
,YNG,<not set>,opcua,,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,40.8,2024-08-21 09:55:45,abfbd93f-1dab-4901-ac04-eaed23ddc6d4,2024-08-21 09:55:45.403 +08:00
,YNG,<not set>,opcua,,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,40.8,2024-08-21 09:56:00,41a56e87-5d37-4a86-8e1d-3341ccaf69c3,2024-08-21 09:56:00.555 +08:00
,YNG,<not set>,opcua,,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,40.8,2024-08-21 09:56:15,d1556375-334d-4a75-a6d6-3ee8f3a4911c,2024-08-21 09:56:15.512 +08:00
,YNG,<not set>,opcua,,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,40.8,2024-08-21 09:56:30,8c4e0aaf-b5b3-4092-92bd-372c45838c5c,2024-08-21 09:56:30.467 +08:00
,YNG,<not set>,opcua,,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,40.8,2024-08-21 09:56:45,a334c31f-3cff-4c70-9712-d78357131f49,2024-08-21 09:56:45.565 +08:00
,YNG,<not set>,opcua,,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,40.8,2024-08-21 09:57:00,54fc4358-c1e7-45d4-82bc-ce51e9cf71bc,2024-08-21 09:57:00.508 +08:00
,YNG,<not set>,opcua,,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,40.8,2024-08-21 09:57:15,20cfd0dd-50f5-4632-ad5c-908e9eccc956,2024-08-21 09:57:15.490 +08:00
,YNG,<not set>,opcua,,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,40.9,2024-08-21 09:57:30,56f47df2-8f15-4342-8bf3-815fb20534ef,2024-08-21 09:57:30.594 +08:00
