"","Date","大辊速度","1号辊轮速度","1号辊间隙","2号辊轮速度","2号辊间隙","3号辊轮速度","3号辊间隙","Forming Roller 辊轮速度","Forming Roller 定型辊间隙","1号冷辊入口温度","2号冷辊入口温度","Item","entry_type","Weight","Sugar","batch","Weight_smoothed"
"1",2024-05-27 17:15:17,23.1,84.6,0.1018,122.5,0.066,141.7,0.064,165.8,0.062,-9.3,-9.7,"DMPY（绿箭金装薄荷）",3,35.2,"Sugar",1,35.2
"2",2024-05-27 17:15:26,23.1,84.6,0.1018,122.5,0.066,141.7,0.064,165.8,0.062,-9.3,-9.7,"DMPY（绿箭金装薄荷）",3,35.15,"Sugar",1,35.15
"3",2024-05-27 17:33:02,22.4,83.8,0.1018,121.3,0.066,140.3,0.064,165.8,0.061,-12.5,-12.9,"DMPY（绿箭金装薄荷）",3,34.97,"Sugar",1,34.97
"4",2024-05-27 17:33:10,22.4,83.8,0.1018,121.3,0.066,140.3,0.064,165.8,0.061,-12.5,-12.9,"DMPY（绿箭金装薄荷）",3,35.11,"Sugar",1,35.11
"5",2024-05-27 17:38:35,22.9,83.8,0.1018,121.3,0.066,140.3,0.064,165.8,0.061,-13.5,-13.9,"DMPY（绿箭金装薄荷）",3,35.04,"Sugar",1,35.094
"6",2024-05-27 17:38:45,22.9,83.8,0.1018,121.3,0.066,140.3,0.064,165.7,0.061,-13.6,-14,"DMPY（绿箭金装薄荷）",3,35.44,"Sugar",1,35.142
"7",2024-05-27 17:38:48,22.9,83.8,0.1018,121.3,0.066,140.3,0.064,165.7,0.061,-13.6,-14,"DMPY（绿箭金装薄荷）",3,35.3,"Sugar",1,35.172
"8",2024-05-27 17:43:58,23.1,83.8,0.1009,121.3,0.065,140.3,0.063,165.8,0.061,-14.1,-14.5,"DMPY（绿箭金装薄荷）",3,34.96,"Sugar",1,35.17
"9",2024-05-27 17:44:02,23.1,83.8,0.1009,121.2,0.065,140.3,0.063,165.7,0.061,-14.1,-14.5,"DMPY（绿箭金装薄荷）",3,34.94,"Sugar",1,35.136
"10",2024-05-27 17:44:15,23.1,83.8,0.1009,121.3,0.065,140.3,0.063,165.8,0.061,-14.1,-14.5,"DMPY（绿箭金装薄荷）",3,35.3,"Sugar",1,35.188
"11",2024-05-27 17:44:19,23.1,83.8,0.1009,121.3,0.065,140.3,0.063,165.8,0.061,-14.1,-14.5,"DMPY（绿箭金装薄荷）",3,35.18,"Sugar",1,35.136
"12",2024-05-27 17:52:17,23.3,83.8,0.1009,121.3,0.065,140.3,0.063,165.7,0.061,-14.7,-15.2,"DMPY（绿箭金装薄荷）",3,35.05,"Sugar",1,35.086
"13",2024-05-27 17:52:24,23.3,83.8,0.1009,121.3,0.065,140.3,0.063,165.8,0.061,-14.7,-15.2,"DMPY（绿箭金装薄荷）",3,35.01,"Sugar",1,35.096
"14",2024-05-27 17:58:00,23.3,83.8,0.1009,121.3,0.067,140.3,0.065,165.7,0.063,-15.2,-15.6,"DMPY（绿箭金装薄荷）",3,35.17,"Sugar",1,35.142
"15",2024-05-27 17:58:04,23.3,83.8,0.1009,121.3,0.067,140.3,0.065,165.7,0.063,-15.2,-15.6,"DMPY（绿箭金装薄荷）",3,35.15,"Sugar",1,35.112
"16",2024-05-27 17:58:20,23.3,83.8,0.1009,121.3,0.067,140.3,0.065,165.9,0.063,-15.2,-15.7,"DMPY（绿箭金装薄荷）",3,35.11,"Sugar",1,35.098
"17",2024-05-27 17:58:26,23.3,83.8,0.1009,121.3,0.067,140.3,0.065,165.8,0.063,-15.3,-15.7,"DMPY（绿箭金装薄荷）",3,35.1,"Sugar",1,35.108
"18",2024-05-27 17:58:32,23.3,83.8,0.1009,121.3,0.067,140.3,0.065,165.8,0.063,-15.3,-15.8,"DMPY（绿箭金装薄荷）",3,35.17,"Sugar",1,35.14
"19",2024-05-27 17:58:35,23.3,83.8,0.1009,121.3,0.067,140.3,0.065,165.8,0.063,-15.3,-15.8,"DMPY（绿箭金装薄荷）",3,35.08,"Sugar",1,35.122
"20",2024-05-27 17:58:42,23.3,83.8,0.1009,121.3,0.067,140.3,0.065,165.9,0.063,-15.4,-15.8,"DMPY（绿箭金装薄荷）",3,35.15,"Sugar",1,35.122
"21",2024-05-27 17:58:45,23.3,83.8,0.1009,121.3,0.067,140.3,0.065,165.9,0.063,-15.4,-15.8,"DMPY（绿箭金装薄荷）",3,35.12,"Sugar",1,35.124
"22",2024-05-27 18:08:30,23.3,83.8,0.1009,121.3,0.067,140.3,0.065,165.8,0.063,-16.1,-16.6,"DMPY（绿箭金装薄荷）",3,34.98,"Sugar",1,35.1
"23",2024-05-27 18:09:46,23.3,83.8,0.1009,121.3,0.067,140.3,0.065,165.8,0.063,-16.3,-16.8,"DMPY（绿箭金装薄荷）",3,35.06,"Sugar",1,35.078
"24",2024-05-27 18:09:56,23.3,83.8,0.1009,121.3,0.067,140.3,0.065,165.8,0.063,-16.4,-16.9,"DMPY（绿箭金装薄荷）",3,35.17,"Sugar",1,35.096
"25",2024-05-27 18:10:07,23.3,83.8,0.1009,121.3,0.067,140.3,0.065,165.8,0.063,-16.4,-16.9,"DMPY（绿箭金装薄荷）",3,35.4,"Sugar",1,35.146
"26",2024-05-27 18:29:44,23.1,83.8,0.1009,121.3,0.069,140.3,0.066,165.8,0.065,-12.5,-13,"DMPY（绿箭金装薄荷）",3,35.25,"Sugar",1,35.172
"27",2024-05-27 18:41:32,23.3,83.8,0.1009,121.3,0.067,140.3,0.064,165.8,0.062,-15.2,-15.6,"DMPY（绿箭金装薄荷）",3,35.24,"Sugar",1,35.224
"28",2024-05-27 18:44:50,23.3,83.8,0.1009,121.3,0.067,140.3,0.064,165.8,0.062,-15.4,-15.9,"DMPY（绿箭金装薄荷）",3,35.2,"Sugar",1,35.252
"29",2024-05-27 18:53:28,23.3,83.8,0.1009,121.3,0.067,140.3,0.064,165.8,0.062,-16.1,-16.6,"DMPY（绿箭金装薄荷）",3,35.14,"Sugar",1,35.246
"30",2024-05-27 18:53:32,23.3,83.8,0.1009,121.3,0.067,140.3,0.064,165.8,0.062,-16.2,-16.6,"DMPY（绿箭金装薄荷）",3,35.06,"Sugar",1,35.178
"31",2024-05-27 19:03:13,23.3,83.8,0.1009,121.3,0.067,140.3,0.064,165.8,0.062,-16.3,-16.8,"DMPY（绿箭金装薄荷）",3,35.31,"Sugar",1,35.19
"32",2024-05-27 19:03:15,23.3,83.8,0.1009,121.3,0.067,140.3,0.064,165.8,0.062,-16.3,-16.8,"DMPY（绿箭金装薄荷）",3,35.33,"Sugar",1,35.208
"33",2024-05-27 19:25:11,23.1,83.8,0.1009,121.3,0.067,140.3,0.064,165.8,0.065,-13.5,-14,"DMPY（绿箭金装薄荷）",3,35.01,"Sugar",1,35.17
"34",2024-05-27 19:25:13,23.1,83.8,0.1009,121.3,0.067,140.3,0.064,165.8,0.065,-13.5,-14,"DMPY（绿箭金装薄荷）",3,35.16,"Sugar",1,35.174
"35",2024-05-27 19:25:17,23.1,83.8,0.1009,121.3,0.067,140.3,0.064,165.8,0.065,-13.6,-14.1,"DMPY（绿箭金装薄荷）",3,35.02,"Sugar",1,35.166
"36",2024-05-27 19:25:26,23.1,83.8,0.1009,121.3,0.067,140.3,0.064,165.9,0.065,-13.6,-14.1,"DMPY（绿箭金装薄荷）",3,35.42,"Sugar",1,35.188
"37",2024-05-27 19:25:29,23.1,83.8,0.1009,121.3,0.067,140.3,0.064,165.8,0.065,-13.6,-14.1,"DMPY（绿箭金装薄荷）",3,35.28,"Sugar",1,35.178
"38",2024-05-27 19:35:23,23.1,83.8,0.1009,121.3,0.067,140.3,0.065,165.8,0.062,-14.6,-15.1,"DMPY（绿箭金装薄荷）",3,35.32,"Sugar",1,35.24
"39",2024-05-27 19:35:26,23.1,83.8,0.1009,121.3,0.067,140.3,0.065,165.8,0.062,-14.6,-15.1,"DMPY（绿箭金装薄荷）",3,35.19,"Sugar",1,35.246
"40",2024-05-27 19:35:31,23.1,83.8,0.1009,121.3,0.067,140.3,0.065,165.8,0.062,-14.6,-15.1,"DMPY（绿箭金装薄荷）",3,35.1,"Sugar",1,35.262
"41",2024-05-27 19:35:38,23.1,83.8,0.1009,121.3,0.067,140.3,0.065,165.8,0.062,-14.6,-15.1,"DMPY（绿箭金装薄荷）",3,35.29,"Sugar",1,35.236
"42",2024-05-27 19:48:29,23.1,83.8,0.1009,121.3,0.067,140.3,0.065,165.8,0.062,-15.4,-15.9,"DMPY（绿箭金装薄荷）",3,35.18,"Sugar",1,35.216
"43",2024-05-27 19:48:33,23.1,83.8,0.1009,121.3,0.067,140.3,0.065,165.8,0.062,-15.4,-15.9,"DMPY（绿箭金装薄荷）",3,35.07,"Sugar",1,35.166
"44",2024-05-27 19:48:38,23.1,83.8,0.1009,121.3,0.067,140.3,0.065,165.8,0.062,-15.4,-15.9,"DMPY（绿箭金装薄荷）",3,35.27,"Sugar",1,35.182
"45",2024-05-27 19:48:42,23.1,83.8,0.1009,121.3,0.067,140.3,0.065,165.8,0.062,-15.4,-15.9,"DMPY（绿箭金装薄荷）",3,35.38,"Sugar",1,35.238
"46",2024-05-27 19:56:43,23.1,83.8,0.1009,121.3,0.067,140.3,0.065,165.8,0.062,-16.2,-16.7,"DMPY（绿箭金装薄荷）",3,35.13,"Sugar",1,35.206
"47",2024-05-27 19:56:46,23.1,83.8,0.1009,121.3,0.067,140.3,0.065,165.7,0.062,-16.2,-16.7,"DMPY（绿箭金装薄荷）",3,35.13,"Sugar",1,35.196
"48",2024-05-27 20:04:24,23.1,83.8,0.1009,121.3,0.067,140.3,0.065,165.8,0.062,-13.7,-14.1,"DMPY（绿箭金装薄荷）",3,35.13,"Sugar",1,35.208
"49",2024-05-27 20:04:27,23.1,83.8,0.1009,121.3,0.067,140.3,0.065,165.8,0.062,-13.7,-14.2,"DMPY（绿箭金装薄荷）",3,35.08,"Sugar",1,35.17
"50",2024-05-27 20:04:31,23.1,83.8,0.1009,121.3,0.067,140.3,0.065,165.8,0.062,-13.7,-14.2,"DMPY（绿箭金装薄荷）",3,35.09,"Sugar",1,35.112
"51",2024-05-27 20:04:36,23.1,83.8,0.1009,121.3,0.067,140.3,0.065,165.8,0.062,-13.7,-14.2,"DMPY（绿箭金装薄荷）",3,35.07,"Sugar",1,35.1
"52",2024-05-27 20:04:40,23.1,83.8,0.1009,121.3,0.067,140.3,0.065,165.8,0.062,-13.7,-14.2,"DMPY（绿箭金装薄荷）",3,35.14,"Sugar",1,35.102
"53",2024-05-27 20:17:47,22.6,83.8,0.1009,121.3,0.069,140.3,0.066,165.9,0.062,-14.6,-15.2,"DMPY（绿箭金装薄荷）",3,35.15,"Sugar",1,35.106
"54",2024-05-27 20:18:04,22.6,83.8,0.1009,121.3,0.069,140.3,0.066,165.9,0.062,-14.6,-15.2,"DMPY（绿箭金装薄荷）",3,35.26,"Sugar",1,35.142
"55",2024-05-27 20:30:42,23.1,83.8,0.1009,121.3,0.069,140.3,0.066,165.7,0.064,-13.1,-13.5,"DMPY（绿箭金装薄荷）",3,35.69,"Sugar",1,35.262
"56",2024-05-27 20:30:45,23.1,83.8,0.1009,121.3,0.069,140.3,0.066,165.8,0.064,-13.2,-13.6,"DMPY（绿箭金装薄荷）",3,35.59,"Sugar",1,35.366
"57",2024-05-27 20:30:59,23.1,83.8,0.1009,121.3,0.069,140.3,0.066,165.8,0.064,-13.3,-13.8,"DMPY（绿箭金装薄荷）",3,35.55,"Sugar",1,35.448
"58",2024-05-27 20:31:06,23.1,83.8,0.1009,121.3,0.069,140.3,0.066,165.8,0.064,-13.3,-13.8,"DMPY（绿箭金装薄荷）",3,35.44,"Sugar",1,35.506
"59",2024-05-27 20:31:13,23.1,83.8,0.1009,121.3,0.069,140.3,0.066,165.7,0.064,-13.3,-13.8,"DMPY（绿箭金装薄荷）",3,35.25,"Sugar",1,35.504
"60",2024-05-27 20:44:24,23.1,83.8,0.1009,121.3,0.069,140.3,0.066,165.7,0.064,-14.6,-15.1,"DMPY（绿箭金装薄荷）",3,35.37,"Sugar",1,35.44
"61",2024-05-27 20:44:36,23.1,83.8,0.1009,121.3,0.069,140.3,0.066,165.8,0.064,-14.6,-15.1,"DMPY（绿箭金装薄荷）",3,35.3,"Sugar",1,35.382
"62",2024-05-27 20:49:20,23.3,83.8,0.1009,121.3,0.068,140.3,0.066,165.8,0.063,-13.7,-14.2,"DMPY（绿箭金装薄荷）",3,35.29,"Sugar",1,35.33
"63",2024-05-27 20:49:24,23.3,83.8,0.1009,121.3,0.068,140.3,0.066,165.8,0.063,-13.7,-14.2,"DMPY（绿箭金装薄荷）",3,35.29,"Sugar",1,35.3
"64",2024-05-27 20:49:36,23.3,83.8,0.1009,121.3,0.068,140.3,0.066,165.8,0.063,-13.7,-14.2,"DMPY（绿箭金装薄荷）",3,35.18,"Sugar",1,35.286
"65",2024-05-27 22:21:34,22.6,82.1,0.1009,118.8,0.068,137.5,0.066,162.5,0.063,-14.1,-14.8,"DMPY（绿箭金装薄荷）",3,35.14,"Sugar",1,35.24
"66",2024-05-27 22:21:38,22.6,82.1,0.1009,118.8,0.068,137.5,0.066,162.4,0.063,-13.9,-14.6,"DMPY（绿箭金装薄荷）",3,35.11,"Sugar",1,35.202
"67",2024-05-27 22:27:16,22.6,82.1,0.1009,118.9,0.068,137.5,0.066,162.4,0.063,-12.9,-13.4,"DMPY（绿箭金装薄荷）",3,34.8,"Sugar",1,35.104
"68",2024-05-27 22:27:18,22.6,82.1,0.1009,118.9,0.068,137.5,0.066,162.4,0.063,-12.9,-13.4,"DMPY（绿箭金装薄荷）",3,34.91,"Sugar",1,35.028
"69",2024-05-27 22:27:23,22.6,82.1,0.1009,118.9,0.068,137.5,0.066,162.5,0.063,-12.9,-13.4,"DMPY（绿箭金装薄荷）",3,35.08,"Sugar",1,35.008
"70",2024-05-27 22:29:33,22.6,82.1,0.1009,118.9,0.068,137.5,0.066,162.5,0.063,-13.6,-14.1,"DMPY（绿箭金装薄荷）",3,35.11,"Sugar",1,35.002
"71",2024-05-27 23:00:50,22.6,82.1,0.1009,118.9,0.068,137.5,0.066,162.5,0.063,-14.1,-14.5,"DMPY（绿箭金装薄荷）",3,35.24,"Sugar",1,35.028
"72",2024-05-27 23:00:55,22.6,82.1,0.1009,118.9,0.068,137.5,0.066,162.5,0.063,-14.1,-14.5,"DMPY（绿箭金装薄荷）",3,35.21,"Sugar",1,35.11
"73",2024-05-27 23:09:28,22.6,82.1,0.1009,118.9,0.068,137.5,0.066,162.5,0.063,-14,-14.5,"DMPY（绿箭金装薄荷）",3,35.35,"Sugar",1,35.198
"74",2024-05-27 23:09:31,22.6,82.1,0.1009,118.8,0.068,137.5,0.066,162.4,0.063,-14,-14.5,"DMPY（绿箭金装薄荷）",3,35.13,"Sugar",1,35.208
"75",2024-05-27 23:34:09,22.6,82.1,0.1009,118.9,0.087,137.5,0.066,162.5,0.063,-12.7,-14.1,"DMPY（绿箭金装薄荷）",3,35.66,"Sugar",1,35.318
"76",2024-05-27 23:34:20,22.6,82.1,0.1009,118.8,0.087,137.5,0.066,162.5,0.063,-13.4,-14.3,"DMPY（绿箭金装薄荷）",3,35.43,"Sugar",1,35.356
"77",2024-05-27 23:34:23,22.6,82.1,0.1009,118.8,0.087,137.5,0.066,162.5,0.063,-13.5,-14.3,"DMPY（绿箭金装薄荷）",3,35.21,"Sugar",1,35.356
"78",2024-05-27 23:35:02,22.6,82.1,0.1009,118.8,0.087,137.5,0.066,162.5,0.063,-12.4,-12.9,"DMPY（绿箭金装薄荷）",3,35.13,"Sugar",1,35.312
"79",2024-05-27 23:35:05,22.6,82.1,0.1009,118.8,0.087,137.5,0.066,162.5,0.063,-12.4,-12.9,"DMPY（绿箭金装薄荷）",3,35.23,"Sugar",1,35.332
"80",2024-05-27 23:56:14,22.8,82.1,0.1009,118.8,0.069,137.5,0.066,162.5,0.063,-13.9,-14.4,"DMPY（绿箭金装薄荷）",3,35.1,"Sugar",1,35.22
"81",2024-05-27 23:56:21,22.8,82.1,0.1009,118.8,0.069,137.5,0.066,162.4,0.063,-14,-14.5,"DMPY（绿箭金装薄荷）",3,35.33,"Sugar",1,35.2
"82",2024-05-28 00:02:55,22.8,82.1,0.1009,118.8,0.068,137.5,0.065,162.5,0.062,-14.5,-14.9,"DMPY（绿箭金装薄荷）",3,35.21,"Sugar",1,35.2
"83",2024-05-28 00:02:59,22.8,82.1,0.1009,118.9,0.068,137.5,0.065,162.5,0.062,-14.5,-14.9,"DMPY（绿箭金装薄荷）",3,35.34,"Sugar",1,35.242
"84",2024-05-28 00:10:59,23.1,82.1,0.1009,118.8,0.068,137.5,0.065,162.4,0.062,-15,-15.5,"DMPY（绿箭金装薄荷）",3,35.43,"Sugar",1,35.282
"85",2024-05-28 00:11:02,23.1,82.1,0.1009,118.9,0.068,137.5,0.065,162.5,0.062,-15,-15.5,"DMPY（绿箭金装薄荷）",3,35.49,"Sugar",1,35.36
"86",2024-05-28 00:18:08,23.1,82.1,0.1009,118.9,0.068,137.5,0.063,162.5,0.062,-15.5,-16,"DMPY（绿箭金装薄荷）",3,35.57,"Sugar",1,35.408
"87",2024-05-28 00:18:11,23.1,82.1,0.1009,118.8,0.068,137.5,0.063,162.4,0.062,-15.5,-16,"DMPY（绿箭金装薄荷）",3,35.41,"Sugar",1,35.448
"88",2024-05-28 00:18:14,23.1,82.1,0.1009,118.9,0.068,137.5,0.063,162.4,0.062,-15.6,-16,"DMPY（绿箭金装薄荷）",3,35.18,"Sugar",1,35.416
"89",2024-05-28 00:18:18,23.1,82.1,0.1009,118.9,0.068,137.5,0.063,162.5,0.062,-15.6,-16.1,"DMPY（绿箭金装薄荷）",3,35.39,"Sugar",1,35.408
"90",2024-05-28 00:30:03,23.1,82.1,0.1009,118.8,0.068,137.5,0.063,162.5,0.062,-14,-14.5,"DMPY（绿箭金装薄荷）",3,34.91,"Sugar",1,35.292
"91",2024-05-28 00:30:07,23.1,82.1,0.1009,118.8,0.068,137.5,0.063,162.4,0.062,-14,-14.5,"DMPY（绿箭金装薄荷）",3,35.23,"Sugar",1,35.224
"92",2024-05-28 00:38:50,23.1,82.1,0.1009,118.9,0.068,137.5,0.063,162.5,0.062,-14.1,-14.6,"DMPY（绿箭金装薄荷）",3,35.18,"Sugar",1,35.178
"93",2024-05-28 00:38:55,23.1,82.1,0.1009,118.9,0.068,137.5,0.063,162.4,0.062,-14.1,-14.6,"DMPY（绿箭金装薄荷）",3,35.22,"Sugar",1,35.186
"94",2024-05-28 00:53:06,23.3,82.1,0.1009,118.8,0.068,137.5,0.063,162.4,0.062,-14.6,-15.1,"DMPY（绿箭金装薄荷）",3,35.23,"Sugar",1,35.154
"95",2024-05-28 00:53:09,23.3,82.1,0.1009,118.8,0.068,137.5,0.063,162.5,0.062,-14.6,-15.1,"DMPY（绿箭金装薄荷）",3,35.27,"Sugar",1,35.226
"96",2024-05-28 01:02:36,23.3,82.1,0.1009,118.8,0.068,137.5,0.063,162.5,0.062,-15.1,-15.6,"DMPY（绿箭金装薄荷）",3,35.35,"Sugar",1,35.25
"97",2024-05-28 01:03:01,23.3,82.1,0.1009,118.9,0.068,137.5,0.063,162.4,0.062,-15.2,-15.7,"DMPY（绿箭金装薄荷）",3,35.03,"Sugar",1,35.22
"98",2024-05-28 01:03:07,23.3,82.1,0.1009,118.9,0.068,137.5,0.063,162.4,0.062,-15.2,-15.7,"DMPY（绿箭金装薄荷）",3,35,"Sugar",1,35.176
"99",2024-05-28 01:03:15,23.3,82.1,0.1009,118.9,0.068,137.5,0.063,162.4,0.062,-15.2,-15.7,"DMPY（绿箭金装薄荷）",3,34.67,"Sugar",1,35.064
"100",2024-05-28 01:03:22,23.3,82.1,0.1009,118.9,0.068,137.5,0.063,162.4,0.062,-15.2,-15.7,"DMPY（绿箭金装薄荷）",3,34.64,"Sugar",1,34.938
"101",2024-05-28 01:03:41,23.3,82.1,0.1009,118.9,0.068,137.5,0.063,162.4,0.062,-15.2,-15.7,"DMPY（绿箭金装薄荷）",3,34.59,"Sugar",1,34.786
"102",2024-05-28 01:03:45,23.3,82.1,0.1009,118.9,0.068,137.5,0.063,162.4,0.062,-15.2,-15.7,"DMPY（绿箭金装薄荷）",3,34.69,"Sugar",1,34.718
"103",2024-05-28 02:25:08,23,83.8,0.1008,121.2,0.068,140.2,0.064,165.7,0.062,-12.1,-12.6,"DMPE 绿箭原味薄荷",3,35.56,"Sugar",2,34.83
"104",2024-05-28 02:25:12,23,83.8,0.1008,121.2,0.068,140.2,0.064,165.7,0.062,-12.2,-12.6,"DMPE 绿箭原味薄荷",3,35.47,"Sugar",2,34.99
"105",2024-05-28 02:33:14,23,82.1,0.0994,118.8,0.067,137.4,0.063,162.4,0.061,-11.5,-11.9,"DMPE 绿箭原味薄荷",3,35.16,"Sugar",2,35.094
"106",2024-05-28 02:33:17,23,82.1,0.0994,118.8,0.067,137.4,0.063,162.4,0.061,-11.5,-12,"DMPE 绿箭原味薄荷",3,35.32,"Sugar",2,35.24
"107",2024-05-28 02:54:41,22.8,81.2,0.0994,117.6,0.067,136,0.063,160.8,0.062,-14.2,-14.7,"DMPE 绿箭原味薄荷",3,35.39,"Sugar",2,35.38
"108",2024-05-28 02:54:44,22.8,81.2,0.0994,117.6,0.067,136,0.063,160.8,0.062,-14.2,-14.7,"DMPE 绿箭原味薄荷",3,35.51,"Sugar",2,35.37
"109",2024-05-28 02:58:29,22.8,81.2,0.0994,117.6,0.067,136,0.063,160.7,0.062,-14.4,-14.9,"DMPE 绿箭原味薄荷",3,35.32,"Sugar",2,35.34
"110",2024-05-28 02:58:33,22.8,81.2,0.0994,117.6,0.067,136,0.063,160.8,0.062,-14.4,-14.9,"DMPE 绿箭原味薄荷",3,35.33,"Sugar",2,35.374
"111",2024-05-28 03:02:08,23,81.2,0.0994,117.6,0.067,136,0.064,160.8,0.063,-14.6,-15.1,"DMPE 绿箭原味薄荷",3,35.26,"Sugar",2,35.362
"112",2024-05-28 03:02:10,23,81.2,0.0994,117.6,0.067,136,0.064,160.7,0.063,-14.6,-15.1,"DMPE 绿箭原味薄荷",3,35.15,"Sugar",2,35.314
"113",2024-05-28 03:52:19,23.9,85.3,0.0993,123.5,0.067,142.8,0.063,168.8,0.062,-12.2,-12.7,"DMPE 绿箭原味薄荷",3,34.93,"Sugar",2,35.198
"114",2024-05-28 03:52:22,23.9,85.3,0.0993,123.5,0.067,142.8,0.063,168.7,0.062,-12.2,-12.7,"DMPE 绿箭原味薄荷",3,35.15,"Sugar",2,35.164
"115",2024-05-28 03:52:56,24.1,85.3,0.0993,123.5,0.067,142.8,0.063,168.7,0.062,-12.3,-12.8,"DMPE 绿箭原味薄荷",3,35.15,"Sugar",2,35.128
"116",2024-05-28 03:53:06,24.1,85.3,0.0993,123.5,0.067,142.8,0.063,168.8,0.062,-12.4,-12.8,"DMPE 绿箭原味薄荷",3,34.91,"Sugar",2,35.058
"117",2024-05-28 04:12:12,23,81.2,0.0993,117.6,0.067,136,0.065,160.7,0.063,-13.8,-14.2,"DMPE 绿箭原味薄荷",3,35.28,"Sugar",2,35.084
"118",2024-05-28 04:12:20,23,81.2,0.0993,117.6,0.067,136,0.065,160.7,0.063,-13.8,-14.3,"DMPE 绿箭原味薄荷",3,35.25,"Sugar",2,35.148
"119",2024-05-28 04:12:24,23,81.2,0.0993,117.6,0.067,136,0.065,160.7,0.063,-13.8,-14.2,"DMPE 绿箭原味薄荷",3,35.24,"Sugar",2,35.166
"120",2024-05-28 04:14:43,23,81.2,0.0993,117.6,0.067,136,0.065,160.8,0.064,-13.9,-14.4,"DMPE 绿箭原味薄荷",3,35.26,"Sugar",2,35.188
"121",2024-05-28 04:14:47,23,81.2,0.0993,117.6,0.067,136,0.065,160.7,0.064,-13.9,-14.4,"DMPE 绿箭原味薄荷",3,35.26,"Sugar",2,35.258
"122",2024-05-28 04:25:40,23,81.2,0.0993,117.6,0.067,136,0.065,160.8,0.064,-14.5,-15,"DMPE 绿箭原味薄荷",3,35.17,"Sugar",2,35.236
"123",2024-05-28 04:25:43,23,81.2,0.0993,117.6,0.067,136,0.065,160.7,0.064,-14.5,-15,"DMPE 绿箭原味薄荷",3,35.24,"Sugar",2,35.234
"124",2024-05-28 04:27:13,23,81.2,0.0993,117.6,0.067,136,0.065,160.8,0.064,-14.7,-15.2,"DMPE 绿箭原味薄荷",3,35.09,"Sugar",2,35.204
"125",2024-05-28 04:27:16,23,81.2,0.0993,117.6,0.067,136,0.065,160.8,0.064,-14.7,-15.2,"DMPE 绿箭原味薄荷",3,35.15,"Sugar",2,35.182
"126",2024-05-28 04:33:18,23,81.2,0.0993,117.6,0.067,136,0.065,160.7,0.064,-14.5,-14.9,"DMPE 绿箭原味薄荷",3,35.06,"Sugar",2,35.142
"127",2024-05-28 04:33:21,23,81.2,0.0993,117.6,0.068,136,0.065,160.7,0.064,-14.5,-14.9,"DMPE 绿箭原味薄荷",3,35.33,"Sugar",2,35.174
"128",2024-05-28 04:38:33,23,81.2,0.0993,117.6,0.068,136,0.065,160.8,0.064,-14.7,-15.2,"DMPE 绿箭原味薄荷",3,34.99,"Sugar",2,35.124
"129",2024-05-28 04:38:37,23,81.2,0.0993,117.6,0.068,136,0.065,160.7,0.064,-14.7,-15.2,"DMPE 绿箭原味薄荷",3,35.03,"Sugar",2,35.112
"130",2024-05-28 04:44:45,23,81.2,0.0993,117.6,0.068,136,0.065,160.7,0.064,-14.7,-15.2,"DMPE 绿箭原味薄荷",3,34.86,"Sugar",2,35.054
"131",2024-05-28 04:44:47,23,81.2,0.0993,117.6,0.068,136,0.065,160.7,0.064,-14.7,-15.2,"DMPE 绿箭原味薄荷",3,34.92,"Sugar",2,35.026
"132",2024-05-28 04:58:39,23,81.2,0.1009,117.6,0.068,136,0.066,160.8,0.063,-14.7,-15.2,"DMPE 绿箭原味薄荷",3,35.36,"Sugar",2,35.032
"133",2024-05-28 04:58:42,23,81.2,0.1009,117.6,0.068,136,0.066,160.7,0.063,-14.7,-15.2,"DMPE 绿箭原味薄荷",3,35.28,"Sugar",2,35.09
"134",2024-05-28 05:35:20,0,0,0.1009,0,0.068,0,0.064,19.2,0.062,-12.8,-13.3,"DMPE 绿箭原味薄荷",3,35.52,"Sugar",2,35.188
"135",2024-05-28 05:35:23,0,0,0.1009,0,0.068,0,0.064,19.2,0.062,-12.8,-13.3,"DMPE 绿箭原味薄荷",3,35.43,"Sugar",2,35.302
"136",2024-05-28 05:35:43,13.6,48.6,0.1009,70.3,0.068,81.3,0.068,96.1,0.067,-11.7,-12.2,"DMPE 绿箭原味薄荷",3,35.43,"Sugar",2,35.404
"137",2024-05-28 05:35:48,22.3,79.7,0.1009,115.3,0.068,133.4,0.068,157.3,0.067,-11.7,-12.2,"DMPE 绿箭原味薄荷",3,35.22,"Sugar",2,35.376
"138",2024-05-28 05:42:45,23.2,81.2,0.1009,117.6,0.068,136,0.064,160.8,0.063,-10.5,-11,"DMPE 绿箭原味薄荷",3,35.31,"Sugar",2,35.382
"139",2024-05-28 05:42:49,23.2,81.2,0.1009,117.6,0.068,136,0.064,160.8,0.063,-10.4,-10.9,"DMPE 绿箭原味薄荷",3,35.27,"Sugar",2,35.332
"140",2024-05-28 05:53:28,23.2,81.2,0.1009,117.6,0.068,136,0.064,160.7,0.063,-12.9,-13.4,"DMPE 绿箭原味薄荷",3,35.39,"Sugar",2,35.324
"141",2024-05-28 05:53:35,23.2,81.2,0.1009,117.6,0.068,136,0.064,160.8,0.063,-13,-13.4,"DMPE 绿箭原味薄荷",3,35.17,"Sugar",2,35.272
"142",2024-05-28 05:53:43,23.2,81.2,0.1009,117.6,0.068,136,0.064,160.8,0.063,-13,-13.4,"DMPE 绿箭原味薄荷",3,35.46,"Sugar",2,35.32
